id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q355,codeqa,For what purpose,def loop lift modify blocks func ir loopinfo blocks typingctx targetctx flags locals from numba dispatcher import Lifted Looploop loopinfo looploopblockkeys set loop body set loop entries set loop exits loopblocks dict k blocks[k] copy for k in loopblockkeys loop lift prepare loop func loopinfo loopblocks lifted ir func ir derive blocks loopblocks arg names tuple loopinfo inputs arg count len loopinfo inputs force non generator True liftedloop Lifted Loop lifted ir typingctx targetctx flags locals callblock loop lift modify call block liftedloop blocks[loopinfo callfrom] loopinfo inputs loopinfo outputs loopinfo returnto for k in loopblockkeys del blocks[k]blocks[loopinfo callfrom] callblockreturn liftedloop,For what purpose does the code modify the block inplace ?,to call to the lifted - loop,"def loop_lift_modify_blocks(func, loopinfo, blocks, typingctx, targetctx, flags, locals, from_, numba, dispatcher, LiftedLoop, loopinfo, loopblocks, lifted, ir, derive, blocks, arg_names, tuple, loopinfo, inputs, arg_count, len, force, True, liftedloop, blocks[loopinfo, callfrom], loopinfo, inputs, loopinfo, outputs, returnto, for_k, del_, blocks[loopinfo, callfrom], callblock, return)",1,1,1,1
q356,codeqa,For what purpose,def match css class str return re compile ' ^ *\\s %s $ \\s ' % str,For what purpose does the code build a re ?,to match the given css class,"def match_css_class(str) : return re.compile(' ^ *\\s %s $ \\s'% str)
Question: For what purpose does the code compile a regular expression?",5,5,5,5
q357,codeqa,For what purpose,def pre Build Page page context data extra {'CURRENT PAGE' page}context update extra return context data,For what purpose does the code update the context of the page ?,to include : the page itself as { { current_page } },"def update_context ( self, **kwargs ) : return self. context.update(kwargs)",1,2,5,3
q358,codeqa,For what purpose,def inspect response response spider None from scrapy project import crawler Shell crawler start response response spider spider,For what purpose does the code open a shell ?,to inspect the given response,"def inspect ( self, response ) : return response. shell",1,2,5,3
q359,codeqa,For what purpose,def volume glance metadata create context volume id key value return IMPL volume glance metadata create context volume id key value,For what purpose does the code update the glance metadata ?,for the specified volume,"def update_glance_metadata ( self, volume_id, key, value ) : return None
---",1,2,5,3
q360,codeqa,For what purpose,def get pixmap icon name global plugin icon resources plugin nameif not icon name startswith u'images/' pixmap Q Pixmap pixmap load I icon name return pixmapif plugin name local images dir get local images dir plugin name local image path os path join local images dir icon name replace u'images/' u'' if os path exists local image path pixmap Q Pixmap pixmap load local image path return pixmapif icon name in plugin icon resources pixmap Q Pixmap pixmap load From Data plugin icon resources[icon name] return pixmapreturn None,For what purpose does the code retrieve a qpixmap ?,for the named image,def get_pixmap ( self ) : return pixmap resources[icon name],1,2,5,3
q361,codeqa,Yes/No,def receive message topic name subscription name pubsub client pubsub Client topic pubsub client topic topic name subscription topic subscription subscription name results subscription pull return immediately True print ' Received{}messages ' format len results for ack id message in results print '*{} {} {}' format message message id message data message attributes if results subscription acknowledge [ack id for ack id message in results],Does the code receive a message from a pull subscription ?,Yes,"def receive_message(topic, subscription, pubsub, client, pubsub_client, topic, subscription_name, results, pull, ack_id, message, message_id, message_data, message_attributes):
    return results == 'ack' and pull",1,2,3,2
q362,codeqa,Yes/No,def get Plugins Directory Path return archive get Absolute Frozen Folder Path file 'xml plugins',Does the code get the plugins directory path ?,Yes,"def get_plugins_directory_path ( self ) : return os. path. abspath ( os. path. join ( self. plugins_dir, 'plugins' )
Question: Does the code get the plugins directory path?
Answer: Yes",1,2,5,3
q363,codeqa,Yes/No,def get models app labels from django db models import get app get apps get modelfrom django db models import get models as get all modelsfrom django contrib contenttypes models import Content Type EXCLUDED MODELS Content Type models []if not app labels for app in get apps models + [m for m in get all models app if m not in EXCLUDED MODELS ]for app label in app labels if ' ' in app label app label model name app label split ' ' 1 models append get model app label model name else models + [m for m in get all models get app app label if m not in EXCLUDED MODELS ]return models,Does the code get a list of models for the given app labels ?,Yes,def get_models_app_labels ( self ) : return [ m. model_name for m in self. app_labels if'' in m. model_name ],1,2,5,3
q364,codeqa,Yes/No,@register u'kill-line' def kill line event buff event current bufferif event arg < 0 deleted buff delete before cursor count - buff document get start of line position elif buff document current char u'\n' deleted buff delete 1 else deleted buff delete count buff document get end of line position event cli clipboard set text deleted,Does the code kill the text to the end of the line ?,Yes,"def kill_line ( self ) : return self. _buff. delete ( self. _end - self. _buff. find ( '\n' ) + 1 )
Question: Does the code kill the text to the end of the line?",2,2,3,3
q365,codeqa,Yes/No,def add additional response fields request serialized discussion entities usernames discussion entity type include profile image if include profile image username profile dict get user profile dict request usernames ' ' join usernames for discussion entity in serialized discussion entities discussion entity['users'] get users discussion entity type discussion entity username profile dict return serialized discussion entities,Does the code add additional data to serialized discussion thread / comment ?,Yes,"def add_additional_response_fields ( self, request, discussion_entities, include_profile_image = False, include_profile_image_username = False, include_profile_image_profile = False, include_username = False, include_dict = False, get_user_profile = False, request_usernames = False, join_usernames = False, discussion_entity_type = False, get_users = False, include_type = False, username = False, profile_dict = False ) : 
    if include_profile_image and include_profile_image_username and include_profile_image_profile and include_username and include_dict and get_user_profile and request_usernames and join_usernames and discussion_entity_type and get_users",1,1,1,1
q366,codeqa,Yes/No,def volume glance metadata copy to volume context volume id snapshot id return IMPL volume glance metadata copy to volume context volume id snapshot id,Does the code update the glance metadata from a volume by copying all of the key : value pairs from the originating snapshot ?,Yes,"def update_metadata ( self, volume_id, snapshot_id, **kwargs ) : return self. _metadata. update ( **kwargs )",2,2,3,2
q367,codeqa,Yes/No,def send mail to admin email subject email body app id app identity services get application id body ' Sentfrom%s \n\n%s' % app id email body email services send mail feconf SYSTEM EMAIL ADDRESS feconf ADMIN EMAIL ADDRESS email subject body body replace '\n' '<br/>' bcc admin False,Does the code send an email to the admin email address ?,Yes,"def send_mail ( self, subject, body, email_services, email_address, bcc, admin = True ) : return email_services. send ( self, subject, body, email_address, bcc, admin, body = body, replace = '\n', br = '<br/' )",1,2,5,3
q368,codeqa,Yes/No,def get Float From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character None return Nonereturn float line From Character,Does the code get the float after the first occurence of the character in the split line ?,Yes,"def get_float_from_char_split_line(line, char):
    for i in range(len(line)):
        if line[i] == char:
            return float(line[i+1:])",5,5,5,5
q369,codeqa,Yes/No,def get Split Line Before Bracket Semicolon line bracket Semicolon Index min line find ' ' line find ' ' if bracket Semicolon Index < 0 return line split return line[ bracket Semicolon Index] split,Does the code get the split line before a bracket or semicolon ?,Yes,def get_split_line_before_bracket_semicolon(line) : return line.find('[') if ']' in line else line.find(';'),2,2,3,3
q370,codeqa,Yes/No,def key pair get all by user context user id limit None marker None return IMPL key pair get all by user context user id limit limit marker marker,Does the code get all key_pairs by user ?,Yes,"def get_all_by_user_context(user_id, limit, marker, marker_type):
    return self._key_pairs.get(user_id, self._key_pairs.get(None, []))",1,2,5,3
