id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q402,codeqa,Yes/No,def get Jump Point If Inside boundary other Point perimeter Width running Jump Space inset Boundary intercircle get Simplified Inset From Clockwise Loop boundary - perimeter Width closest Jump Distance Index euclidean get Closest Distance Index To Line other Point inset Boundary jump Index closest Jump Distance Index index + 1 % len inset Boundary jump Point euclidean get Closest Point On Segment inset Boundary[closest Jump Distance Index index] inset Boundary[jump Index] other Point jump Point get Jump Point jump Point other Point boundary running Jump Space if euclidean is Point Inside Loop boundary jump Point return jump Pointreturn None,Is the code get the jump point if it is inside the boundary ?,Yes,Yes,5,5,5,5
q403,codeqa,Yes/No,def get Largest Center Outset Loop From Loop loop radius threshold Ratio 0 9 radius abs radius points get Points From Loop loop 1 01 * radius threshold Ratio centers get Centers From Points points radius largest Center Outset Nonelargest Outset Area -999999999 0 for center in centers outset get Simplified Inset From Clockwise Loop center radius if is Large Same Direction outset center radius if euclidean is Path Inside Loop loop outset euclidean is Widdershins loop center Outset Center Outset center outset outset Area abs euclidean get Area Loop outset if outset Area > largest Outset Area outset Area largest Outset Arealargest Center Outset center Outsetif largest Center Outset None return Nonelargest Center Outset center euclidean get Simplified Loop largest Center Outset center radius return largest Center Outset,Does the code get the largest circle outset loop from the loop ?,Yes,Yes,5,5,5,5
q404,codeqa,Yes/No,"def avoid invalidating lineage config lineage original server latest cert Open SSL crypto load certificate Open SSL crypto FILETYPE PEM open lineage cert read now valid 'fake' not in repr latest cert get issuer lower if util is staging config server if not util is staging original server or now valid if not config break my certs names ' ' join lineage names raise errors Error "" You'veaskedtorenew/replaceaseeminglyvalidcertificatewithatestcertificate domains {0 } Wewillnotdothatunlessyouusethe--break-my-certsflag "" format names",Does the code renew a valid cert with one from a staging server ?,No,No,5,5,4,5
q405,codeqa,Yes/No,def run Command commandline fd os popen commandline 'r' data fd read xit fd close if xit is not None sys stdout write data raise Runtime Error 'commandfailed %s' % commandline if VERBOSE sys stdout write data sys stdout flush,Does the code run a command and raise runtimeerror if it fails ?,Yes,Yes,5,5,5,5
q406,codeqa,Yes/No,def ffmpeg write image filename image logfile False if image dtype 'uint 8 ' image image astype 'uint 8 ' cmd [get setting 'FFMPEG BINARY' '-y' '-s' '%dx%d' % image shape[ 2][ -1 ] '-f' 'rawvideo' '-pix fmt' 'rgba' if image shape[ 2 ] 4 else 'rgb 24 ' '-i' '-' filename]if logfile log file open filename + ' log' 'w+' else log file sp PIP Epopen params {'stdout' DEVNULL 'stderr' log file 'stdin' sp PIPE}if os name 'nt' popen params['creationflags'] 134217728 proc sp Popen cmd **popen params out err proc communicate image tostring if proc returncode err '\n' join [ '[ Movie Py] Running %s\n' % cmd 'WARNING thiscommandreturnedanerror ' err decode 'utf 8 ' ] raise IO Error err del proc,Does the code write an image to a file ?,Yes,Yes,5,5,5,5
q407,codeqa,Yes/No,def url add parameters url params if params fragments list urlparse url value parse qs fragments[ 4 ] value update params fragments[ 4 ] urlencode value url urlunparse fragments return url,Does the code add parameters to url ?,Yes,Yes,5,5,5,5
q408,codeqa,Yes/No,def empty urlconf request t Template EMPTY URLCONF TEMPLATE name ' Empty URL Conftemplate' c Context {'project name' settings SETTINGS MODULE split ' ' [0 ]} return Http Response Not Found t render c mimetype 'text/html',Does the code create an empty urlconf 404 error response ?,Yes,Yes,5,5,5,5
q409,codeqa,Yes/No,def new key *args **kwargs return DES Cipher key *args **kwargs,Does the code create a new des cipher ?,Yes,Yes,5,5,5,5
q410,codeqa,Yes/No,def get Accessible Attribute attribute Name xml Element function Name attribute Name[len 'get' ] lower if function Name not in evaluate global Creation Dictionary print ' Warning function Namenotinglobal Creation Dictionaryin get Accessible Attributeincreationfor 'print function Nameprint xml Elementreturn Noneplugin Module archive get Module With Path evaluate global Creation Dictionary[function Name] if plugin Module None print ' Warning get Accessible Attributeincreationcannotgetaplugin Modulefor 'print function Nameprint xml Elementreturn Nonereturn Creation plugin Module xml Element get Creation,Does the code get the accessible attribute ?,Yes,Yes,5,5,4,5
q411,codeqa,Yes/No,def resolve layer request typename permission 'base view resourcebase' msg PERMISSION MSG GENERIC **kwargs service typename typename split ' ' 1 if Service objects filter name service typename[ 0 ] exists service Service objects filter name service typename[ 0 ] return resolve object request Layer {'typename' service typename[ 1 ] if service[ 0 ] method 'C' else typename } permission permission permission msg msg **kwargs else return resolve object request Layer {'typename' typename} permission permission permission msg msg **kwargs,Does the code resolve the layer by the provided typename ?,Yes,Yes,5,5,5,5
q412,codeqa,Yes/No,def set Up Module global hasshass get test home assistant assert bootstrap setup component hass http DOMAIN {http DOMAIN {http CONF API PASSWORD API PASSWORD http CONF SERVER PORT SERVER PORT}} assert bootstrap setup component hass 'frontend' hass start,Does the code initialize a home assistant server ?,Yes,Yes,5,5,5,5
q413,codeqa,Yes/No,def get parser class parser name parser name parser name lower if parser aliases has key parser name parser name parser aliases[parser name]module import parser name globals locals return module Parser,Does the code return the parser class ?,Yes,Yes,5,5,5,5
q414,codeqa,Yes/No,"def run setup script name script args None stop after 'run' if stop after not in 'init' 'config' 'commandline' 'run' raise Value Error ""invalidvaluefor'stop after' %r"" % stop after global setup stop after setup distribution setup stop after stop aftersave argv sys argvg {' file ' script name}l {}try try sys argv[ 0 ] script nameif script args is not None sys argv[ 1 ] script argsf open script name try exec f read in g lfinally f close finally sys argv save argv setup stop after Noneexcept System Exit passexcept raiseif setup distribution is None raise Runtime Error ""'distutils core setup 'wasnevercalled--perhaps'%s'isnota Distutilssetupscript?"" % script name return setup distribution",Does the code run a setup script in a somewhat controlled environment ?,Yes,Yes,5,5,4,5
q415,codeqa,Yes/No,def kill Backref receiver senderkey receiverkey id receiver receivers list senders Back get receiverkey while senderkey in receivers list try receivers list remove senderkey except breakif not receivers list try del senders Back[receiverkey]except Key Error passreturn True,Does the code do the actual removal of back reference from receiver to senderkey ?,Yes,No,3,3,3,5
q416,codeqa,Yes/No,def get Sheet Thickness element Node return get Cascade Float Without Self 3 0 element Node 'sheet Thickness',Does the code get the sheet thickness ?,Yes,Yes,5,5,5,5
q417,codeqa,Yes/No,@login required@require POS Tdef preview request kumascript errors []doc Nonerender preview Truewiki content request POST get 'content' '' doc id request POST get 'doc id' if doc id doc Document objects get id doc id if doc and doc defer rendering render preview Falseelse render preview kumascript should use rendered doc request GET html wiki content if render preview wiki content kumascript errors kumascript post request wiki content request LANGUAGE CODE context {'content' wiki content 'title' request POST get 'title' '' 'kumascript errors' kumascript errors}return render request 'wiki/preview html' context,Does the code create an html fragment preview of the posted wiki syntax ?,Yes,Yes,5,5,4,5
